rate,role,word
1,V,nhìn
1,U,nhìn chung
1,V,nhìn nhận
1,A,nhí
1,A,nhí nha nhí nhảnh
1,A,nhí nhách
1,A,nhí nhảnh
1,A,nhí nhố
1,V-A,nhích
1,N,nhím
1,V,nhín
1,N,nhíp
1,V,nhíu
1,V,nhòm
1,V,nhòm ngó
1,V,nhòm nhỏ
1,A,nhòn nhọn
1,N,nhóc
1,N,nhóc con
1,A,nhóc nhách
1,A,nhói
1,L-V,nhóm
1,V,nhóm họp
1,V,nhón
1,V,nhóng
1,N-V,nhót
1,V,nhô
1,N,nhôm
1,A,nhôm nhoam
1,A,nhôn nhốt
1,N-R,nhông
1,V,nhõng nha nhõng nhẽo
1,V,nhõng nhẽo
1,A,nhùn nhũn
1,A,nhùng nhà nhùng nhằng
1,A-V,nhùng nhằng
1,V,nhú
1,V,nhúc nhích
1,V,nhúc nhắc
1,V,nhúi
1,V-N,nhúm
1,V,nhún
1,A,nhún mình
1,A,nhún nhường
1,V,nhún nhảy
1,V,nhún nhẩy
1,V,nhún vai
1,V,nhúng
1,V,nhúng tay
1,N,nhút
1,A,nhút nhát
1,N,nhăm
1,A,nhăm nhăm
1,V-A,nhăn
1,A,nhăn nheo
1,V,nhăn nhó
1,A,nhăn nhúm
1,V,nhăn nhở
1,V,nhăn răng
1,A,nhăng
1,A,nhăng cuội
1,A,nhăng nhít
1,A,nhăng nhẳng
1,V,nhĩ châm
1,N,nhũ
1,N,nhũ hương
1,N,nhũ tương
1,N,nhũ đá
1,A,nhũn
1,A,nhũn nhặn
1,A,nhũn nhẽo
1,N,nhũn não
1,N,nhũn xương
1,A,nhũng nha nhũng nhẵng
1,V,nhũng nhiễu
1,A,nhũng nhẵng
1,A,nhơ
1,A,nhơ bẩn
1,A,nhơ nhuốc
1,V,nhơ nhớ
1,A,nhơ nhớp
1,V,nhơi
1,A,nhơm nhớp
1,V-S-N-C,nhơn
1,A,nhơn nhơn
65443,C,như
74,U,như ai
28,U,như chơi
1563,U-X,như không
1,V,như nhứ
1,U,như thường
1,C,như thể
2,C,như tuồng
128,A,như ý
1,U,như điên
44963,C,nhưng
163,C,nhưng mà
1,A-R,nhưng nhức
1,V,nhướn
1,V,nhướng
1,N-V,nhường
1,V,nhường bước
1,V,nhường lời
1,V,nhường nhịn
1,A,nhược
1,N,nhược điểm
912,V,nhượng
71,V,nhượng bộ
1,N,nhượng địa
1,N,nhạc
1,N,nhạc công
1,N,nhạc cảnh
1,N,nhạc cụ
1,N,nhạc hiệu
1,N,nhạc khí
1,N,nhạc khúc
1,N,nhạc kịch
1,N,nhạc lí
1,N,nhạc lý
1,N,nhạc lễ
1,N,nhạc nhẹ
1,N,nhạc phẩm
1,N,nhạc sĩ
1,N,nhạc sống
1,N,nhạc thính phòng
1,N,nhạc trưởng
1,N,nhạc tài tử
1,N,nhạc tính
1,N,nhạc viện
1,N,nhạc vàng
1,N,nhạc điện tử
1,N,nhạc điệu
1,N,nhạc đỏ
1,N,nhạc đồng quê
1,V,nhại
1,N,nhạn
1,V-N,nhạo
1,V,nhạo báng
1,A,nhạt
1,A,nhạt nhoà
1,A,nhạt nhẽo
1,A,nhạt phèo
1,A,nhạt thếch
1,A,nhạy
1,A,nhạy bén
1,A,nhạy cảm
1,N-V,nhả
1,V,nhả nhớt
1,A,nhảm
1,A,nhảm nhí
1,V,nhảy
1,V,nhảy bổ
1,N,nhảy cao
1,V,nhảy chân sáo
1,V,nhảy cà tưng
1,V,nhảy cà tửng
1,V,nhảy cóc
1,N,nhảy cầu
1,V,nhảy cẫng
1,V,nhảy cỡn
1,V,nhảy dây
1,V,nhảy dù
1,V,nhảy dựng
1,V,nhảy múa
1,V,nhảy mũi
1,V,nhảy nhót
1,N,nhảy sào
1,V,nhảy tót
1,V,nhảy vọt
1,N,nhảy xa
1,V,nhảy xổ
1,V,nhảy ổ
1,V,nhấc
1,V,nhấm
1,V,nhấm nháp
1,A,nhấm nhẳn
1,V,nhấn
1,V,nhấn chìm
1,V,nhấn mạnh
1,V,nhấn nhá
1,V,nhấp
1,V,nhấp giọng
1,V,nhấp nha nhấp nháy
1,V,nhấp nha nhấp nhô
1,A,nhấp nha nhấp nhổm
1,A,nhấp nhem
1,A,nhấp nhoá
1,A,nhấp nhoáng
1,A,nhấp nhánh
1,V,nhấp nháy
1,V,nhấp nhô
1,A,nhấp nhỏm
1,A,nhấp nhổm
1,M-A-R,nhất
1,A,nhất hạng
1,R,nhất loạt
1,U,nhất là
1,R,nhất mực
1,A,nhất nguyên
1,N,nhất nguyên luận
1,R,nhất nhất
1,V-R,nhất quyết
1,A,nhất quán
1,R,nhất thiết
1,A,nhất thần
1,N,nhất thần giáo
1,N,nhất thần luận
1,V,nhất thể hoá
1,A,nhất thời
1,A,nhất trí
1,R,nhất tề
1,R-A,nhất định
1,V,nhầm
1,V,nhầm lẫn
1,A,nhần nhận
1,A,nhầu
1,A,nhầu nhĩ
1,A,nhầu nát
1,A,nhầy
1,A,nhầy nhụa
1,V,nhẩm
1,A,nhẩn nha
1,V,nhẩy
1,V,nhẩy bổ
1,N,nhẩy cao
1,V,nhẩy cóc
1,N,nhẩy cầu
1,V,nhẩy cẫng
1,V,nhẩy dây
1,V,nhẩy dù
1,V,nhẩy dựng
1,V,nhẩy múa
1,V,nhẩy nhót
1,N,nhẩy sào
1,V,nhẩy vọt
1,N,nhẩy xa
1,V,nhẩy xổ
1,V,nhẩy đầm
1,V,nhẩy ổ
1,N,nhẫn
1,N,nhẫn cưới
1,V,nhẫn nhịn
1,V,nhẫn nhục
1,A,nhẫn nại
1,V,nhẫn tâm
1,A,nhẫy
1,V,nhậm chức
1,V,nhận
1,V,nhận biết
1,V,nhận chân
1,V,nhận diện
1,V,nhận dạng
1,V,nhận lời
1,V,nhận mặt
1,V,nhận thầu
1,N-V,nhận thức
1,N,nhận thức luận
1,V,nhận thực
1,V,nhận vơ
1,V-N,nhận xét
1,V,nhận định
1,V,nhập
1,V,nhập cuộc
1,V,nhập cư
1,U,nhập cảng
1,V,nhập cảnh
1,V,nhập cục
1,V,nhập học
1,V,nhập khẩu
1,V,nhập môn
1,V,nhập ngoại
1,V,nhập ngũ
1,A,nhập nhoà
1,A,nhập nhoè
1,A,nhập nhoạng
1,A,nhập nhà nhập nhằng
1,A-V,nhập nhèm
1,V-A,nhập nhằng
1,V,nhập nội
1,V,nhập quan
1,N,nhập siêu
1,V,nhập thế
1,V,nhập tràng
1,V,nhập trường
1,V,nhập tâm
1,V,nhập tịch
1,V,nhập vai
1,V,nhập viện
1,V,nhập đề
1,V,nhập định
1,N,nhật báo
1,N,nhật kí
1,N,nhật ký
1,N,nhật lệnh
1,N,nhật thực
1,A,nhật tụng
1,N,nhật ấn
1,N-A,nhậy
1,A,nhậy bén
1,A,nhậy cảm
1,V,nhắc
1,V,nhắc chừng
1,V,nhắc nhỏm
1,V,nhắc nhở
1,V,nhắc nhủ
1,V,nhắc vở
1,V,nhắm
1,V,nhắm mắt
1,V,nhắm nghiền
1,V,nhắm nhía
1,V,nhắn
1,V,nhắn gửi
1,V,nhắn nhe
1,V,nhắn nhủ
1,V,nhắn tin
1,V,nhắn tìm
1,A,nhắng
1,A,nhắng nhít
1,V,nhắp
1,V-C,nhằm
1,V,nhằn
1,V,nhằng
1,V,nhằng nhằng
1,A,nhằng nhẵng
1,A,nhằng nhịt
1,A-V,nhẵn
1,A,nhẵn lì
1,V,nhẵn mặt
1,A,nhẵn nhụi
1,A,nhẵn thin thín
1,A,nhẵn thín
1,A,nhẵn túi
1,A,nhặm
1,A,nhặm lẹ
1,N-A,nhặng
1,A,nhặng xị
1,V-A,nhặt
1,V,nhặt nhạnh
1,A,nhẹ
1,A,nhẹ bỗng
1,A,nhẹ dạ
1,A,nhẹ gánh
1,A,nhẹ hẫng
1,A,nhẹ kí
1,A,nhẹ lời
1,A,nhẹ nhàng
1,A,nhẹ nhõm
1,A,nhẹ nợ
1,A,nhẹ tay
1,A,nhẹ thênh
1,A,nhẹ tênh
1,A,nhẹm
1,A,nhẽo
1,A,nhẽo nhèo
1,V,nhếch
1,A,nhếch nhác
1,A,nhếu nháo
1,V,nhể
1,V,nhểu
1,A,nhễ nhại
1,V,nhệch
1,N,nhện
1,V-I,nhỉ
1,A,nhỉnh
1,N,nhị
1,N,nhị cái
1,N,nhị diện
1,N,nhị hỷ
1,N,nhị nguyên luận
1,V,nhị phân
1,N,nhị thức
1,N,nhị đực
1,V,nhịn
1,V,nhịn nhục
1,V,nhịn đói
1,N,nhịp
1,A,nhịp nhàng
1,N,nhịp điệu
1,N,nhịp độ
1,A-N,nhọ
1,A,nhọ mặt
1,A,nhọ mặt người
1,A,nhọ nhem
1,N,nhọ nồi
1,V,nhọc
1,A,nhọc lòng
1,A,nhọc nhằn
1,A,nhọn
1,A,nhọn hoắt
1,N,nhọt
1,N,nhọt bọc
1,V-A,nhỏ
1,A,nhỏ bé
1,A,nhỏ con
1,A,nhỏ dại
1,V,nhỏ giọt
1,A,nhỏ lẻ
1,A,nhỏ mọn
1,A,nhỏ nhen
1,A,nhỏ nhoi
1,A,nhỏ nhít
1,A,nhỏ nhắn
1,A,nhỏ nhặt
1,A,nhỏ nhẹ
1,A,nhỏ nhẻ
1,A,nhỏ thó
1,V,nhỏ to
1,A,nhỏ tuổi
1,A,nhỏ xíu
1,A,nhỏ yếu
1,V,nhỏm
1,A,nhố nhăng
1,V,nhốn nháo
1,V,nhốt
1,V,nhồi
1,V,nhồi lắc
1,V,nhồi nhét
1,V,nhồi sọ
1,A,nhồm nhoàm
1,A,nhồn nhột
1,N,nhồng
1,V,nhổ
1,V,nhổ neo
1,V,nhổm
1,N,nhội
1,A,nhộn
1,V,nhộn nhạo
1,A,nhộn nhịp
1,N,nhộng
1,A,nhột
1,A,nhột nhạt
1,V-I,nhớ
1,V,nhớ mong
1,V,nhớ nhung
1,V,nhớ thương
1,V,nhớ tiếc
1,V,nhớ đời
1,V,nhớm
1,A,nhớn nha nhớn nhác
1,A,nhớn nhác
1,A,nhớp
1,A,nhớp nháp
1,A,nhớp nhúa
1,A-N,nhớt
1,N,nhớt kế
1,A,nhớt nhát
1,V-C-A,nhờ
1,V,nhờ cậy
1,A,nhờ nhờ
1,A,nhờ nhỡ
1,V-A,nhờ vả
1,V-A,nhờn
1,A,nhờn nhợt
1,V,nhởi
1,V,nhởn
1,A,nhởn nha
1,A,nhởn nha nhởn nhơ
1,A,nhởn nhơ
1,V-C,nhỡ
1,V,nhỡ bước
1,A,nhỡ nhàng
1,C,nhỡ ra
1,S,nhỡn
1,N,nhỡn lực
1,A,nhỡn tiền
1,N-A,nhợ
1,A,nhợt
1,A,nhợt nhạt
1,A-N,nhục
1,N,nhục cảm
1,N,nhục dục
1,N,nhục hình
1,V,nhục mạ
1,A,nhục nhã
1,A,nhục nhằn
1,N,nhục thể
1,V,nhụt
1,V,nhủ
1,N-V,nhủi
1,V,nhủn
1,V-A,nhủng nhẳng
1,V,nhứ
1,A,nhức
1,A,nhức nhối
1,A,nhừ
1,A,nhừ tử
1,A,nhừ đòn
1,A,nhừa nhựa
1,N-V,nhử
1,N-I,những
1,P,những ai
1,V,những tưởng
1,N,nhựa
1,V,nhựa hoá
1,N,nhựa mủ
1,N,nhựa sống
1,N,nhựa đường
1617,P,ni
309,N,ni cô
31,N,ni sư
1,N,ni trưởng
1,N,nia
1,N,nickel
1,N,nicotine
1,V,ninh
1,A,ninh ních
1,N,nitrate
1,N,nitrogen
1,N,nivô
1,N,niêm
1,N,niêm dịch
2,N,niêm luật
16,N,niêm mạc
40,V,niêm phong
268,V,niêm yết
1,N,niên biểu
1,N,niên giám
29,N,niên hiệu
1,N,niên hạn
5,N,niên khoá
50,A,niên thiếu
2,N,niên vụ
1,N,niên đại
1,N,niêu
1,N,niết bàn
1,L,niềm
1,A,niềm nở
1,N,niềng niễng
1,N-V,niễng
1,V,niệm
1,V,niệm tình
1,N-V,niệt
1,N,niệu quản
1,N,niệu đạo
293,A,no
1,A,no nê
1,A,no tròn
1,A,no đủ
1,A,no ấm
1,V,noi
1,V,nom
1,V,nom dòm
1,N-A,non
1,N,non bộ
1,A,non choẹt
1,A,non gan
1,A,non kém
1,N,non nước
1,A,non nớt
1,N,non sông
1,A,non tay
1,A,non trẻ
1,A-A,non yếu
1,N-V,nong
1,A,nong nóng
1,N,notebook
1,N,noãn
1,N,nt
1,N,nu
1,V,nung
1,V,nung mủ
1,A,nung núc
1,A,nung núng
1,V,nung nấu
1,V,nung đúc
1,A,nuy
1,V-A,nuôi
1,V,nuôi báo cô
1,V,nuôi béo
1,V,nuôi bộ
1,V,nuôi cấy
1,V,nuôi dưỡng
1,V,nuôi nấng
1,V,nuôi thả
1,V,nuôi trồng
1,V,nuông
1,V,nuông chiều
1,V,nuối
1,V,nuối tiếc
1,N,nuốm
1,V,nuốt
1,V,nuốt chửng
1,V,nuốt lời
1,V,nuốt sống
1,V,nuốt trộng
1,N-V,nuộc
1,A,nuột
1,A,nuột nà
1,N,nylon
1,N-I-R,nà
1,N-V,nài
1,V,nài nỉ
1,V,nài xin
1,V,nài ép
1,N,nàng
1,N,nàng thơ
1,P-R-E-I,nào
1,U,nào hay
1,I,nào là
1,U,nào ngờ
1,P-E-I,này
1,P,này khác
1,P,này nọ
1,N,ná
1,N,ná thun
1,N-V,nách
1,N-A,nái
1,N,nái sề
1,V,nám
1,V,nán
1,N,náng
1,V,náo loạn
1,A,náo nhiệt
1,V,náo nức
1,V,náo động
1,N,náp cày
1,A,nát
1,A,nát nước
1,A,nát rượu
1,A,nát óc
1,V,náu
1,V,nâng
1,V,nâng cấp
1,V,nâng cốc
1,V,nâng giá
1,V,nâng giấc
1,V,nâng niu
1,V,nâng đỡ
1,N-A,nâu
1,A,nâu non
1,A,nâu sồng
1,N-A,nây
1,V,nã
1,N-A,não
1,A,não lòng
1,A,não nuột
1,A,não nùng
1,A,não nề
1,P,nãy
1,P,nãy giờ
1,I,nè
1,V,nèo
1,N-V,né
1,V,né tránh
1,V,ném
1,N,ném tạ
1,N,ném đĩa
1,N-V,nén
1,V,nén lòng
1,N-V,néo
1,V-V,nép
1,N,nét
1,N,nê
1,N-V,nêm
1,V,nên
1,U,nên chăng
1,V,nên người
1,A,nên thân
1,A,nên thơ
1,N-V,nêu
1,A,nình nịch
1,V,ních
1,V,nín
1,V,nín bặt
1,V,nín khe
1,V,nín lặng
1,V,nín nhịn
1,V,nín thin thít
1,V,nín thinh
1,V,nín thít
1,V,níu
1,V,níu kéo
1,V,níu áo
1,N,nò
1,N,nòi
1,N,nòi giống
1,N,nòm
1,N,nòng
1,N,nòng cốt
1,N,nòng nọc
1,P,nó
1,N,nóc
1,V,nói
1,U,nói bóng gió
1,U,nói cho phải
1,U-X,nói chung
1,V,nói chuyện
1,V,nói chơi
1,V,nói chặn
1,V,nói chữ
1,V,nói cạnh
1,U,nói của đáng tội
15,V,nói cứng
3,V,nói dóc
308,V,nói dối
2,V,nói gay
1604,U,nói gì
1,U,nói gì thì nói
66,U,nói gì đến
2,V,nói gở
24,V,nói khoác
1,V,nói kháy
1,V,nói khéo
1,V,nói khó
1,V,nói leo
1,V,nói lái
1,V,nói láo
1,V,nói lóng
1,V,nói lảng
1,V,nói lắp
2,V,nói lối
2,V,nói lửng
2,V,nói mát
1,V,nói mép
14,V,nói mê
6,V,nói mò
21,V,nói móc
2,V,nói ngang
5,V,nói ngoa
24,V,nói ngọt
1,V,nói nhịu
176,V,nói nhỏ
1,V,nói năng
1,V,nói phách
2,V,nói phét
18,V,nói quanh
277,U,nói riêng
20,V,nói suông
1,V,nói sõi
1,V,nói sảng
5,V,nói thách
1,U,nói thánh tướng
14,V,nói thầm
1,V,nói thẳng
9,V,nói toạc
3,V,nói toẹt
1,V,nói trại
2,V,nói trạng
7,U,nói trắng ra
1,V,nói trống
1,V,nói trống không
1,V,nói trổng
1,U,nói trộm vía
1,U,nói tóm lại
5,V,nói tướng
1,V,nói tục
1,V,nói vuốt đuôi
1,V,nói vụng
3,V,nói xàm
1,V,nói xấu
1,V,nói xỏ
1,V,nói điêu
1,U,nói đúng ra
1,V,nói đớt
1,N,nón
1,N,nón ba tầm
1,N,nón bài thơ
1,N,nón chóp
1,N,nón cụt
1,N,nón dấu
1,N,nón mê
1,N,nón quai thao
1,N,nón tu lờ
4813,A,nóng
1,A,nóng bỏng
1,A,nóng bức
1,V,nóng chảy
1,V,nóng giận
1,V,nóng gáy
5,A,nóng hôi hổi
66,A,nóng hổi
128,A,nóng lòng
7,V,nóng mắt
14,V,nóng mặt
224,A,nóng nảy
69,A,nóng nẩy
19,A,nóng nực
57,A,nóng ruột
76,A,nóng rực
16,A,nóng sốt
2,V,nóng tiết
25,A,nóng tính
36,A,nóng vội
1,V,nóng ăn
1,N,nóp
1,V,nô
1,V-A,nô dịch
1,V,nô giỡn
1,N-V,nô lệ
109,A,nô nức
6,N,nô tì
171,N,nô tỳ
1,V,nô đùa
1,N,nôi
1,N,nôm
1,A,nôm na
1,V-A,nôn
1,V,nôn mửa
1,V,nôn nao
1,A,nôn nóng
1,N-A,nông
1,A,nông choèn
1,A,nông choèn choẹt
1,A,nông choẹt
1,A,nông cạn
1,N,nông cụ
1,N,nông dân
1,N,nông dược
1,N,nông giang
1,N,nông học
1,N,nông hộ
1,N,nông lâm
1,N,nông lịch
1,N,nông nghiệp
1,N,nông ngư
1,A,nông nhàn
1,A,nông nổi
1,N,nông nỗi
3,N,nông phẩm
92,N,nông sản
598,N,nông thôn
1,N,nông trang
1,N,nông trang tập thể
1,N,nông trang viên
32,N,nông trường
1,N,nông trại
1,N,nõ
1,N,nõn
1,A,nõn nà
1,N,nùi
1,N,nùn
1,N,núc nác
1,A,núc ních
1,N,núi
1,N,núi băng
1,N,núi lửa
1,N,núi non
1,N,núi rừng
1,N,núi sông
1,N-V,núm
1,A,núng
1,A,núng na núng nính
1,A,núng nính
1,V,núp
1,V,núp bóng
1,N-V,nút
1,N,năm
1,N,năm ba
1,N,năm bảy
1,N,năm dương lịch
1,N,năm học
1,N,năm kia
1,N,năm ngoái
1,N,năm tháng
1,N,năm tuổi
1,N,năm ánh sáng
1,N,năm âm lịch
1,N,năn
1,V,năn nỉ
1,R,năng
1,N,năng khiếu
1,N,năng lượng
1,N,năng lực
1,A,năng nổ
1,N,năng suất
1,A,năng động
1,N,nĩa
1,V,nũng
1,V,nũng nịu
1,N,nơ
1,N,nơi
1,N,nơi nơi
1,V,nơi nới
1,N-V,nơm
1,V,nơm nớp
4,N,nư
1,N,nưa
1,N-V,nương
1,V,nương nhẹ
1,V,nương nhờ
1,V,nương náu
1,N,nương rẫy
1,V,nương tay
1,V,nương tựa
1,N,nước
1,N,nước bọt
1,N,nước chè hai
1,N,nước chín
1,N,nước chạt
1,N,nước chấm
1,N,nước cất
1,N,nước cốt
1,N,nước cứng
1,N,nước da
1,N,nước dãi
1,N,nước dùng
1,N,nước giải
1,N,nước gạo
1,N,nước gội đầu
1,N,nước hoa
1,N,nước hàng
1,N,nước javel
1,N,nước javen
1,N,nước khoáng
1,N,nước kiệu
1,N,nước lã
1,N,nước lèo
1,N,nước lạnh
1,N,nước lọc
1,N,nước lớn
1,N,nước lợ
1,N,nước miếng
1,N,nước màu
1,N,nước máy
1,N,nước mũi
1,N,nước mắm
1,N,nước mắm nhỉ
1,N,nước mắt
1,N,nước mặn
1,N,nước mẹ
1,N,nước mềm
1,N,nước ngoài
1,N,nước ngầm
1,N,nước ngọt
1,N,nước nhà
1,N,nước non
1,N,nước nôi
1,N,nước nặng
1,N,nước phép
1,N,nước ròng
1,N,nước rút
1,N,nước rửa bát
1,N,nước sạch
1,N,nước thánh
1,N,nước thải
1,N,nước tiểu
1,N,nước trắng
1,N,nước xuýt
1,N,nước xáo
1,N,nước xốt
1,N,nước ót
1,N,nước ăn
1,N,nước đá
1,N,nước đái
1,A,nước đôi
1,N,nước đại
1,N,nước độc
1,N,nước ối
1,V,nướng
1,N,nướu
1,A,nườm nượp
1,N,nạ dòng
1,N-A,nạc
1,N,nại
1,N-V,nạm
1,N,nạn
1,N,nạn nhân
1,N,nạng
1,N-V,nạnh
1,V-N,nạo
1,V,nạo thai
1,V,nạo vét
1,V,nạp
1,V,nạt
1,V,nạt nộ
1,V,nạy
1,N,nả
1,N,nải
1,V,nản
1,V,nản chí
1,V,nản lòng
1,V,nảy
1,A,nảy lửa
1,V,nảy nòi
1,V,nảy nở
1,V,nảy sinh
1,N-V,nấc
1,V,nấc cụt
1,N,nấm
1,N,nấm hương
1,N,nấm men
1,N,nấm mèo
1,N,nấm mốc
1,N,nấm mỡ
1,N,nấm rơm
1,N,nấm sò
1,V,nấn ná
1,V,nấp
1,V,nấp bóng
1,V,nấu
1,V,nấu bếp
1,V,nấu nung
1,V,nấu nướng
1,V,nấu ăn
1,P,nấy
1,N,nầm
1,A,nần nẫn
1,V,nẩy
1,A,nẫn
1,V,nẫng
1,U,nẫng tay trên
1,A,nẫu
1,U,nẫu ruột
1,N,nậm
1,N,nậu
1,N,nậu vựa
1,V-A,nậy
1,N,nắc nẻ
1,V-N,nắm
1,V,nắm bắt
1,N,nắm đấm
1,U,nắm đằng chuôi
1,V,nắn
1,V,nắn gân
1,V,nắn nót
1,N-A,nắng
1,N,nắng lửa
1,N,nắng mưa
1,A,nắng nóng
1,N,nắng nôi
1,A,nắng nực
1,N,nắng quái
1,A,nắng ráo
1,N,nắng xiên khoai
1,N,nắp
1,V,nằm
1,V,nằm bẹp
1,V,nằm khoèo
1,V,nằm khàn
1,V,nằm khểnh
1,V,nằm mê
1,V,nằm mơ
1,V,nằm vùng
1,V,nằm vạ
1,V,nằm xuống
1,V,nằm ổ
1,V,nằn nì
1,R,nằng nặc
1,A,nằng nặng
1,A,nặc
1,A,nặc danh
1,N,nặc nô
1,V,nặn
1,V,nặn óc
1,N-A,nặng
1,A,nặng gánh
1,A,nặng kí
1,A,nặng ký
1,N,nặng lãi
1,A,nặng lòng
1,A,nặng lời
1,A,nặng mùi
1,A,nặng nhọc
1,A,nặng nề
1,A,nặng nợ
1,A,nặng tai
1,A,nặng tay
1,A,nặng trình trịch
1,A,nặng trĩu
1,A,nặng trịch
1,A,nặng tình
1,A,nặng è
1,N-A,nẹp
1,V,nẹt
1,V,nẻ
1,N,nẻo
1,V,nếm
1,V,nếm trải
1,N,nến
1,N,nến đánh lửa
1,N-A,nếp
1,N,nếp con
1,N,nếp cái
1,N,nếp cẩm
1,N,nếp tẻ
1,N,nết
1,A,nết na
1,C,nếu
1,U,nếu mà
1,C,nếu như
1,N-V,nề
1,V,nề hà
1,N,nề nếp
1,N-L-A,nền
1,N,nền móng
1,A,nền nã
1,N-A,nền nếp
1,N,nền tảng
1,V,nể
1,V,nể mặt
1,V,nể nang
1,V,nể sợ
1,V,nể trọng
1,V,nể vì
1,V,nệ
1,V,nệ cổ
1,N-C,nệm
1,V,nện
1,N,nỉ
1,V-A,nỉ non
1,V,nịnh
1,V,nịnh bợ
1,V,nịnh hót
1,V,nịnh nọt
1,V,nịnh đầm
1,V-N,nịt
1,N,nịt vú
1,P,nọ
1,N-V,nọc
1,N,nọc nạng
1,N,nọc độc
1,N,nọng
1,N-R-A,nỏ
1,A,nỏ miệng
1,A,nỏ mồm
1,N-V,nốc
1,V,nốc ao
1,V,nối
1,V,nối dõi
1,V,nối ghép
1,V,nối gót
1,V,nối kết
1,V,nối liền
1,V,nối mạng
1,V,nối nghiệp
1,V,nối ngôi
1,V,nối tiếp
1,V,nối đuôi
1,N-V,nống
1,N-R,nốt
1,N,nốt nhạc
1,N,nốt ruồi
1,N,nốt tròn
1,N,nốt trắng
1,N,nốt đen
1,N,nồi
1,N,nồi chõ
1,N,nồi cơm điện
1,N,nồi hơi
1,N,nồi hấp
1,N,nồi hầm
1,N,nồi niêu
1,N,nồi supde
1,N,nồi áp suất
1,N,nồm
1,A,nồng
1,A,nồng cháy
1,A,nồng hậu
1,A,nồng nhiệt
1,A,nồng nàn
1,A,nồng nã
1,A,nồng nặc
1,A,nồng nỗng
1,A,nồng nực
1,A,nồng thắm
1,A,nồng đượm
1,N,nồng độ
1,A,nồng ấm
1,V,nổ
1,V,nổ cướp
1,V,nổ mìn
1,V,nổ súng
1,V-R,nổi
1,A,nổi bật
1,V,nổi cáu
1,V,nổi cộm
1,A,nổi danh
1,V,nổi dậy
1,V,nổi giận
1,V,nổi khùng
1,V,nổi loạn
1,V,nổi nóng
1,V,nổi sùng
1,U,nổi tam bành
1,A,nổi tiếng
1,A,nổi trội
1,V,nổi xung
1,U,nổi đình đám
1,N,nổng
1,V-N,nỗ lực
1,N-L,nỗi
1,N,nỗi lòng
1,N,nỗi niềm
1,N,nộ khí
1,A-N,nội
1,N,nội biến
1,N,nội bộ
1,N,nội chiến
1,N,nội chính
1,N,nội các
1,N,nội công
1,N,nội dung
1,N,nội gián
1,V,nội hoá
1,N,nội hàm
1,N,nội hạt
1,N,nội khoa
1,N,nội khoá
1,N,nội lực
1,N,nội nhật
1,N,nội qui
1,N,nội quy
1,N,nội san
1,A,nội sinh
1,N,nội soi
1,V,nội thuộc
1,N,nội thành
1,N,nội thương
1,N,nội thất
1,A,nội tiếp
1,N-A,nội tiết
1,N,nội tiết tố
1,V,nội trú
1,V,nội trợ
1,N,nội tâm
1,N,nội tình
1,A,nội tại
1,N,nội tệ
1,N,nội tỉnh
1,N,nội tộc
1,N,nội vụ
1,N,nội xâm
1,N,nội y
1,N,nội đô
1,N-A,nội địa
1,V,nội địa hoá
1,N,nội đồng
1,A,nội động
1,N,nội ứng
1,N,nộm
1,V,nộp
1,A,nột
1,P,nớ
1,V,nới
1,V,nới tay
1,A,nờm nợp
1,V,nở
1,V,nở hậu
1,A,nở nang
1,V,nở rộ
1,V,nỡ
1,U,nỡ nào
1,N,nỡm
1,N-V,nợ
1,N,nợ máu
1,N-C,nợ nần
1,V,nợ đìa
1,N,nợ đọng
1,N,nợ đời
1,N-L,nụ
1,N,nụ áo
1,N-A,nục
1,A,nục nạc
1,N,nứa
1,N,nứa ngộ
1,N,nứa tép
1,V,nức
1,A,nức lòng
1,V-R,nức nở
1,A,nức tiếng
1,V,nứt
1,V,nứt mắt
1,V,nứt nanh
1,V,nứt nẻ
1,V,nứt rạn
1,V,nứt toác
1,Q-A,nửa
1,N,nửa buổi
1,N,nửa chừng
1,N,nửa chừng xuân
1,A,nửa mùa
1,A,nửa vời
1,N,nửa đêm
1,N,nửa đời
18940,N-A-S,nữ
24,N,nữ cao
1,N,nữ chúa
57,N,nữ công
97,N,nữ giới
188,N,nữ hoàng
2244,N,nữ sinh
52,N,nữ thần
1,N,nữ trang
1,N,nữ trung
1,N,nữ trầm
1,N-A,nữ tính
1,N,nữ tướng
1,N,nữ tỳ
1,R-I,nữa
1,U,nữa là
1,A,nực
1,A,nực cười
1,A,nực nội
1,V,nựng
1,V,nựng nịu
1,N,o
15,V,o bế
1,A,o o
1,V,o ép
1,A,oa oa
1,A,oai
19,A,oai hùng
42,A,oai nghiêm
11,E,oai oái
164,A,oai phong
24,A,oai vệ
1,A,oan
1,N,oan gia
1,N,oan hồn
1,A,oan khuất
1,A,oan khổ
1,N,oan nghiệt
8,N-A,oan trái
61,A,oan uổng
23,A,oan ức
1,V,oang oang
1,V,oang oác
1,N,oanh
32,A,oanh liệt
21,V,oanh tạc
1,A,oe oe
1,A,oe oé
1,A,offline
1,N,ohm
1,N,ohm kế
1,N-A,oi
1,A,oi bức
1,A,oi khói
1,A,oi ngột
1,A,oi ả
344,N,olympic
203,N-A-V,om
93,A,om sòm
1,N,omega
1,N,ong
1,N,ong bò vẽ
1,N,ong bầu
1,N,ong bắp cày
1,N,ong chúa
9,N,ong mật
1,N,ong nghệ
